"id_jogo","titulo_jogo","idioma","video","faixa_etaria","qnt_player","modo_jogo","genero","corLegenda","corTitulo","corConteudo","visualizacao"
10,"Fifa 19","português","FIFA 19  Official Reveal Trailer with UEFA Champions League.mp4","livre",4,"Online-Offline","Esporte","#400080","#ffb800","#ffffff",0
